ID	adj.P.Val	P.Value	t	B	logFC	SPOT_ID	SPOT_ID.1
TC0500011282.hg.1	3.82e-01	1.65e-01	1.5005466	-6.075285	0.14693896	Multiple_Complex	Multiple_Complex
TC0200016445.hg.1	3.82e-01	1.65e-01	1.5003422	-6.075558	0.1562062	Multiple_Complex	Multiple_Complex
HTA2-pos-3447824_st	3.83e-01	1.65e-01	1.500146	-6.07582	0.27780782	---	---
HTA2-neg-47419797_st	3.83e-01	1.65e-01	-1.4999881	-6.076031	-0.2114614	---	---
TC0900008675.hg.1	3.83e-01	1.65e-01	1.499915	-6.076128	0.21166409	Coding	Coding
TC1300010032.hg.1	3.83e-01	1.65e-01	-1.4998949	-6.076155	-0.20556796	Coding	Coding
TC0500011276.hg.1	3.83e-01	1.65e-01	1.4996758	-6.076447	0.23884187	NonCoding	NonCoding
TC1100007555.hg.1	3.83e-01	1.65e-01	1.4995789	-6.076577	0.24491734	Multiple_Complex	Multiple_Complex
TC0600014148.hg.1	3.83e-01	1.65e-01	-1.4995044	-6.076676	-0.14798732	Multiple_Complex	Multiple_Complex
TC1100012126.hg.1	3.83e-01	1.65e-01	1.4994929	-6.076691	0.22448189	Coding	Coding
TC0100010755.hg.1	3.83e-01	1.65e-01	-1.4994927	-6.076692	-0.30268159	Multiple_Complex	Multiple_Complex
AFFX-BkGr-GC16_st	3.83e-01	1.65e-01	1.4993319	-6.076906	0.12360315	---	---
TC1100006721.hg.1	3.83e-01	1.65e-01	1.4991711	-6.077121	0.24595222	Coding	Coding
TC0100007290.hg.1	3.83e-01	1.65e-01	1.499128	-6.077178	0.19054022	Coding	Coding
TC0100018161.hg.1	3.83e-01	1.66e-01	-1.4989342	-6.077437	-0.24707311	Multiple_Complex	Multiple_Complex
TC0200006891.hg.1	3.83e-01	1.66e-01	1.4987878	-6.077632	0.13716803	Coding	Coding
TC0200007040.hg.1	3.83e-01	1.66e-01	1.4987758	-6.077648	0.22876623	Multiple_Complex	Multiple_Complex
TC0X00008228.hg.1	3.83e-01	1.66e-01	-1.4986158	-6.077861	-0.179601	Multiple_Complex	Multiple_Complex
TC2000008367.hg.1	3.83e-01	1.66e-01	-1.498066	-6.078595	-0.18775139	Coding	Coding
TC0600011859.hg.1	3.83e-01	1.66e-01	1.4980395	-6.07863	0.13368086	Multiple_Complex	Multiple_Complex
TC1500009405.hg.1	3.83e-01	1.66e-01	1.4978719	-6.078853	0.23117721	Multiple_Complex	Multiple_Complex
TC0100009029.hg.1	3.83e-01	1.66e-01	1.4978519	-6.07888	0.28656725	Multiple_Complex	Multiple_Complex
TC0100007668.hg.1	3.83e-01	1.66e-01	-1.4978484	-6.078885	-0.15319018	Multiple_Complex	Multiple_Complex
TC0300008375.hg.1	3.83e-01	1.66e-01	-1.4976722	-6.07912	-0.18364496	Multiple_Complex	Multiple_Complex
TC1900011775.hg.1	3.83e-01	1.66e-01	-1.4976313	-6.079174	-0.14142228	Multiple_Complex	Multiple_Complex
23076530	3.83e-01	1.66e-01	1.4976104	-6.079202	0.17667593		
TC1600011474.hg.1	3.83e-01	1.66e-01	1.4974403	-6.079429	0.19285172	Multiple_Complex	Multiple_Complex
HTA2-pos-PSR06002934.hg.1	3.83e-01	1.66e-01	1.4974121	-6.079466	0.23124052	---	---
HTA2-pos-PSR6_cox_hap2000478.hg.1	3.83e-01	1.66e-01	1.4974121	-6.079466	0.23124052	---	---
HTA2-pos-PSR6_dbb_hap3000467.hg.1	3.83e-01	1.66e-01	1.4974121	-6.079466	0.23124052	---	---
HTA2-pos-PSR6_mann_hap4000458.hg.1	3.83e-01	1.66e-01	1.4974121	-6.079466	0.23124052	---	---
HTA2-pos-PSR6_mcf_hap5000367.hg.1	3.83e-01	1.66e-01	1.4974121	-6.079466	0.23124052	---	---
HTA2-pos-PSR6_qbl_hap6000464.hg.1	3.83e-01	1.66e-01	1.4974121	-6.079466	0.23124052	---	---
HTA2-pos-PSR6_ssto_hap7000461.hg.1	3.83e-01	1.66e-01	1.4974121	-6.079466	0.23124052	---	---
TC0200011273.hg.1	3.83e-01	1.66e-01	-1.4973937	-6.079491	-0.23098722	Multiple_Complex	Multiple_Complex
HTA2-pos-PSR01001649.hg.1	3.83e-01	1.66e-01	1.4972911	-6.079628	0.16875852	---	---
HTA2-pos-PSR10021736.hg.1	3.83e-01	1.66e-01	-1.4971466	-6.07982	-0.17574139	---	---
TC1200011400.hg.1	3.83e-01	1.66e-01	1.4971452	-6.079822	0.15739518	Multiple_Complex	Multiple_Complex
HTA2-neg-47420926_st	3.83e-01	1.66e-01	1.4969954	-6.080022	0.3803448	---	---
TC0100009788.hg.1	3.83e-01	1.66e-01	1.4968838	-6.080171	0.17754078	Multiple_Complex	Multiple_Complex
TC1400006965.hg.1	3.83e-01	1.66e-01	1.4968729	-6.080185	0.22972712	Multiple_Complex	Multiple_Complex
TC1200010653.hg.1	3.83e-01	1.66e-01	-1.4968351	-6.080236	-0.23860481	Multiple_Complex	Multiple_Complex
TC1500008139.hg.1	3.83e-01	1.66e-01	1.4968149	-6.080263	0.27134022	Multiple_Complex	Multiple_Complex
TC1900008119.hg.1	3.83e-01	1.66e-01	-1.4966604	-6.080468	-0.2450806	Unassigned	Unassigned
TC1400009123.hg.1	3.83e-01	1.66e-01	-1.4965246	-6.080649	-0.37714647	Multiple_Complex	Multiple_Complex
TC1200008488.hg.1	3.83e-01	1.66e-01	-1.4964975	-6.080686	-0.24252023	Multiple_Complex	Multiple_Complex
TC0300010329.hg.1	3.83e-01	1.66e-01	1.496458	-6.080738	0.16874922	Multiple_Complex	Multiple_Complex
TC1700010551.hg.1	3.84e-01	1.66e-01	1.4958707	-6.081521	0.13568284	Multiple_Complex	Multiple_Complex
TC0100008306.hg.1	3.84e-01	1.66e-01	1.4957859	-6.081634	0.1455628	Multiple_Complex	Multiple_Complex
TC1200007640.hg.1	3.84e-01	1.66e-01	-1.4957208	-6.08172	-0.2881113	Multiple_Complex	Multiple_Complex
23072153	3.84e-01	1.66e-01	1.4956819	-6.081772	0.14901466		
23072272	3.84e-01	1.66e-01	1.4956819	-6.081772	0.14901466		
TC0X00011378.hg.1	3.84e-01	1.66e-01	1.495457	-6.082072	0.20369801	Coding	Coding
HTA2-neg-47424053_st	3.84e-01	1.66e-01	1.4952606	-6.082333	0.40866133	---	---
23070200	3.84e-01	1.66e-01	1.4952577	-6.082337	0.14227605		
TC1700010247.hg.1	3.84e-01	1.66e-01	-1.4952078	-6.082404	-0.20707631	Coding	Coding
TC1900011331.hg.1	3.84e-01	1.66e-01	1.4951722	-6.082451	0.19105083	Multiple_Complex	Multiple_Complex
TC1200008574.hg.1	3.84e-01	1.67e-01	1.4948435	-6.082889	0.20992581	Multiple_Complex	Multiple_Complex
TSUnmapped00000365.hg.1	3.84e-01	1.67e-01	1.4947756	-6.082979	0.25556372	NonCoding	NonCoding
TC0X00008734.hg.1	3.84e-01	1.67e-01	1.4946581	-6.083136	0.16800838	Multiple_Complex	Multiple_Complex
23075404	3.84e-01	1.67e-01	1.494593	-6.083223	0.24039791		
TC0300008506.hg.1	3.84e-01	1.67e-01	1.4945128	-6.083329	0.42398021	NonCoding	NonCoding
TC0900010350.hg.1	3.84e-01	1.67e-01	-1.4944972	-6.08335	-0.20142678	Multiple_Complex	Multiple_Complex
TC1000008582.hg.1	3.84e-01	1.67e-01	1.4938454	-6.084218	0.39026121	Coding	Coding
TC1600011368.hg.1	3.84e-01	1.67e-01	-1.4938412	-6.084224	-0.30684544	Multiple_Complex	Multiple_Complex
rat-RPTR-J01347-2_st	3.84e-01	1.67e-01	1.4935989	-6.084546	0.16926785		
TC1900007382.hg.1	3.84e-01	1.67e-01	-1.4934238	-6.084779	-0.22939922	Multiple_Complex	Multiple_Complex
TC0300013991.hg.1	3.85e-01	1.67e-01	1.4929079	-6.085466	0.1214904	Multiple_Complex	Multiple_Complex
TC0500009678.hg.1	3.85e-01	1.67e-01	-1.4927155	-6.085722	-0.18005979	Coding	Coding
TC0100006755.hg.1	3.85e-01	1.67e-01	1.4927121	-6.085726	0.4022969	NonCoding	NonCoding
23072342	3.85e-01	1.67e-01	-1.4924085	-6.08613	-0.18766978		
TC1500008114.hg.1	3.85e-01	1.67e-01	1.4923621	-6.086192	0.2203924	Multiple_Complex	Multiple_Complex
TC1600011321.hg.1	3.85e-01	1.67e-01	-1.492327	-6.086238	-0.26774482	Multiple_Complex	Multiple_Complex
TC1000010976.hg.1	3.85e-01	1.67e-01	1.4921688	-6.086449	0.2540551	Multiple_Complex	Multiple_Complex
TC1100009280.hg.1	3.85e-01	1.67e-01	-1.4919295	-6.086767	-0.17771253	NonCoding	NonCoding
HTA2-pos-2928559_st	3.85e-01	1.67e-01	-1.4918923	-6.086817	-0.38826543	---	---
23071963	3.85e-01	1.67e-01	1.4913401	-6.087551	0.15289816		
TC0400011217.hg.1	3.85e-01	1.67e-01	-1.4912283	-6.0877	-0.21716121	Coding	Coding
TC0100010393.hg.1	3.85e-01	1.68e-01	1.4909936	-6.088012	0.25805911	Multiple_Complex	Multiple_Complex
HTA2-pos-PSR05015299.hg.1	3.85e-01	1.68e-01	1.4909453	-6.088076	0.12721757	---	---
TC0700012968.hg.1	3.86e-01	1.68e-01	1.4908198	-6.088243	0.14516128	Multiple_Complex	Multiple_Complex
TC1400008635.hg.1	3.86e-01	1.68e-01	-1.4906207	-6.088508	-0.19443448	Multiple_Complex	Multiple_Complex
TC0700010912.hg.1	3.86e-01	1.68e-01	1.4904574	-6.088725	0.16553457	Multiple_Complex	Multiple_Complex
TC1700007985.hg.1	3.86e-01	1.68e-01	1.490028	-6.089295	0.18077549	Multiple_Complex	Multiple_Complex
TSUnmapped00000093.hg.1	3.86e-01	1.68e-01	-1.4899735	-6.089368	-0.2341977	Coding	Coding
TC1000011005.hg.1	3.86e-01	1.68e-01	-1.4899604	-6.089385	-0.1533633	Multiple_Complex	Multiple_Complex
TC1200011961.hg.1	3.86e-01	1.68e-01	-1.4899595	-6.089387	-0.22080859	Multiple_Complex	Multiple_Complex
HTA2-pos-3597926_st	3.86e-01	1.68e-01	1.4897353	-6.089684	0.12480982	---	---
TC0300008303.hg.1	3.86e-01	1.68e-01	1.4896491	-6.089799	0.19639902	Multiple_Complex	Multiple_Complex
HTA2-pos-PSR06017444.hg.1	3.86e-01	1.68e-01	1.4894866	-6.090015	0.11809094	---	---
TC0800012097.hg.1	3.86e-01	1.68e-01	-1.4894815	-6.090022	-0.1366208	Multiple_Complex	Multiple_Complex
TC0400011503.hg.1	3.86e-01	1.68e-01	1.4893062	-6.090255	0.17432917	Multiple_Complex	Multiple_Complex
HTA2-neg-47424026_st	3.86e-01	1.68e-01	-1.4892077	-6.090385	-0.36355838	---	---
TC0100007784.hg.1	3.86e-01	1.68e-01	1.4889155	-6.090774	0.28202071	Multiple_Complex	Multiple_Complex
TC0200016476.hg.1	3.86e-01	1.68e-01	1.4888606	-6.090847	0.17786855	Multiple_Complex	Multiple_Complex
HTA2-neg-47423546_st	3.86e-01	1.68e-01	-1.4887746	-6.090961	-0.32289281	---	---
TC0100007463.hg.1	3.86e-01	1.68e-01	1.4886847	-6.09108	0.12882285	Multiple_Complex	Multiple_Complex
TC0300009869.hg.1	3.86e-01	1.68e-01	1.4884139	-6.09144	0.21328441	Coding	Coding
23072376	3.86e-01	1.68e-01	-1.4884071	-6.091449	-0.21862535		
TC1000007396.hg.1	3.86e-01	1.68e-01	1.4882277	-6.091687	0.15718064	Multiple_Complex	Multiple_Complex
TC0800012301.hg.1	3.87e-01	1.68e-01	1.4880514	-6.091921	0.30763704	Multiple_Complex	Multiple_Complex
TC1900011794.hg.1	3.87e-01	1.68e-01	1.4878048	-6.092249	0.15395222	Multiple_Complex	Multiple_Complex
TC0800011007.hg.1	3.87e-01	1.68e-01	-1.4877595	-6.092309	-0.37483633	Multiple_Complex	Multiple_Complex
TC2200008110.hg.1	3.87e-01	1.68e-01	-1.4877516	-6.092319	-0.17199624	Multiple_Complex	Multiple_Complex
TC0500007682.hg.1	3.87e-01	1.68e-01	1.48773	-6.092348	0.13764643	Multiple_Complex	Multiple_Complex
HTA2-neg-47419772_st	3.87e-01	1.68e-01	1.4876046	-6.092515	0.34657545	---	---
TC0100017018.hg.1	3.87e-01	1.68e-01	1.4874795	-6.092681	0.19071632	Multiple_Complex	Multiple_Complex
TC0600014166.hg.1	3.87e-01	1.68e-01	1.4874137	-6.092768	0.25440869	Multiple_Complex	Multiple_Complex
TC0200012727.hg.1	3.87e-01	1.68e-01	-1.4874061	-6.092778	-0.32824015	Multiple_Complex	Multiple_Complex
TC2000009996.hg.1	3.87e-01	1.69e-01	1.4873454	-6.092859	0.32486103	Coding	Coding
TC0600010066.hg.1	3.87e-01	1.69e-01	-1.4871103	-6.093171	-0.17333737	Multiple_Complex	Multiple_Complex
TC2200009139.hg.1	3.87e-01	1.69e-01	1.4871029	-6.093181	0.16862146	Coding	Coding
HTA2-pos-PSR01029278.hg.1	3.87e-01	1.69e-01	-1.4870622	-6.093235	-0.14610986	---	---
TC1100008262.hg.1	3.87e-01	1.69e-01	-1.4870182	-6.093293	-0.14288256	Coding	Coding
23072418	3.87e-01	1.69e-01	1.4869942	-6.093325	0.21163211		
23070207	3.87e-01	1.69e-01	-1.4867958	-6.093588	-0.25112259		
TC0100013503.hg.1	3.87e-01	1.69e-01	1.4867265	-6.09368	0.25157087	Multiple_Complex	Multiple_Complex
TC1000006904.hg.1	3.87e-01	1.69e-01	1.4862444	-6.09432	0.18689936	Multiple_Complex	Multiple_Complex
TSUnmapped00000116.hg.1	3.87e-01	1.69e-01	-1.4862291	-6.09434	-0.14216834	NonCoding	NonCoding
HTA2-pos-PSR09016039.hg.1	3.87e-01	1.69e-01	1.4861259	-6.094477	0.12494792	---	---
TC0800009569.hg.1	3.87e-01	1.69e-01	1.4860519	-6.094575	0.23924218	Multiple_Complex	Multiple_Complex
TC1000012584.hg.1	3.87e-01	1.69e-01	-1.4859544	-6.094705	-0.16795788	Multiple_Complex	Multiple_Complex
TC0100007666.hg.1	3.87e-01	1.69e-01	1.4859356	-6.09473	0.33581258	NonCoding	NonCoding
TC0600007556.hg.1	3.87e-01	1.69e-01	1.4858645	-6.094824	0.15157426	Multiple_Complex	Multiple_Complex
TC0200016567.hg.1	3.87e-01	1.69e-01	1.485764	-6.094957	0.22569523	Coding	Coding
23075852	3.87e-01	1.69e-01	-1.4857059	-6.095034	-0.15974678		
TC1900011581.hg.1	3.87e-01	1.69e-01	1.4856713	-6.09508	0.14841619	Multiple_Complex	Multiple_Complex
TC0400011207.hg.1	3.87e-01	1.69e-01	-1.485618	-6.095151	-0.21871635	Multiple_Complex	Multiple_Complex
TC0300012676.hg.1	3.87e-01	1.69e-01	1.4855701	-6.095215	0.33234993	Multiple_Complex	Multiple_Complex
TC1000012505.hg.1	3.87e-01	1.69e-01	-1.4854547	-6.095368	-0.205981	Multiple_Complex	Multiple_Complex
TC1200012140.hg.1	3.87e-01	1.69e-01	1.4852681	-6.095615	0.16228323	Multiple_Complex	Multiple_Complex
TC0600011878.hg.1	3.87e-01	1.69e-01	1.4852635	-6.095621	0.18643357	Multiple_Complex	Multiple_Complex
TC0X00007535.hg.1	3.87e-01	1.69e-01	1.4851577	-6.095762	0.2678432	Multiple_Complex	Multiple_Complex
TC0200016421.hg.1	3.87e-01	1.69e-01	1.4850982	-6.09584	0.14742276	Multiple_Complex	Multiple_Complex
TC1000007415.hg.1	3.87e-01	1.69e-01	1.4849198	-6.096077	0.37646122	Multiple_Complex	Multiple_Complex
TC1900008902.hg.1	3.87e-01	1.69e-01	1.4847118	-6.096353	0.27265075	Multiple_Complex	Multiple_Complex
TC0200012168.hg.1	3.87e-01	1.69e-01	-1.4846401	-6.096448	-0.19919876	Coding	Coding
TC0500013253.hg.1	3.87e-01	1.69e-01	1.4844681	-6.096676	0.16115207	Multiple_Complex	Multiple_Complex
HTA2-pos-PSR22012552.hg.1	3.87e-01	1.69e-01	1.4844339	-6.096721	0.19985855	---	---
TC0600007146.hg.1	3.87e-01	1.69e-01	1.4844321	-6.096724	0.4148362	NonCoding	NonCoding
TC0200014091.hg.1	3.87e-01	1.69e-01	-1.4844228	-6.096736	-0.20254411	Multiple_Complex	Multiple_Complex
TC0100006627.hg.1	3.88e-01	1.69e-01	1.4839732	-6.097332	0.17140838	Multiple_Complex	Multiple_Complex
TC0900008504.hg.1	3.88e-01	1.69e-01	-1.4839707	-6.097336	-0.26200673	Multiple_Complex	Multiple_Complex
TC0500010651.hg.1	3.88e-01	1.69e-01	-1.4839489	-6.097364	-0.16322471	Coding	Coding
HTA2-neg-47422276_st	3.88e-01	1.69e-01	1.4837395	-6.097642	0.30581412	---	---
TC0300009713.hg.1	3.88e-01	1.69e-01	-1.4835238	-6.097928	-0.20882974	Multiple_Complex	Multiple_Complex
TC1000006754.hg.1	3.88e-01	1.70e-01	1.4833844	-6.098113	0.17569538	Multiple_Complex	Multiple_Complex
TC1900011657.hg.1	3.88e-01	1.70e-01	-1.4832887	-6.098239	-0.27316497	Multiple_Complex	Multiple_Complex
TC0400008380.hg.1	3.88e-01	1.70e-01	-1.4832189	-6.098332	-0.19702341	Multiple_Complex	Multiple_Complex
TC0100007832.hg.1	3.88e-01	1.70e-01	-1.4831203	-6.098463	-0.19498893	Multiple_Complex	Multiple_Complex
TC0100012329.hg.1	3.88e-01	1.70e-01	1.4830844	-6.09851	0.14670905	Coding	Coding
TC1100007056.hg.1	3.88e-01	1.70e-01	1.4829993	-6.098623	0.16783634	Multiple_Complex	Multiple_Complex
HTA2-neg-47419277_st	3.88e-01	1.70e-01	-1.4829855	-6.098641	-0.17466548	---	---
HTA2-pos-3090559_st	3.88e-01	1.70e-01	-1.4829254	-6.098721	-0.19916033	---	---
TC0800012351.hg.1	3.88e-01	1.70e-01	-1.4829036	-6.09875	-0.12442921	Multiple_Complex	Multiple_Complex
TC0200011146.hg.1	3.88e-01	1.70e-01	1.4828965	-6.098759	0.18868384	Multiple_Complex	Multiple_Complex
HTA2-pos-3706887_st	3.88e-01	1.70e-01	1.4827658	-6.098932	0.32326578	---	---
TC1200010510.hg.1	3.88e-01	1.70e-01	1.4824978	-6.099287	0.18952955	Multiple_Complex	Multiple_Complex
TC1400008619.hg.1	3.88e-01	1.70e-01	1.4820602	-6.099867	0.25066942	Multiple_Complex	Multiple_Complex
23064095	3.88e-01	1.70e-01	-1.481925	-6.100046	-0.1391716		
TC0400012487.hg.1	3.88e-01	1.70e-01	1.4818302	-6.100172	0.18266949	Multiple_Complex	Multiple_Complex
HTA2-pos-PSR02034007.hg.1	3.88e-01	1.70e-01	1.4816149	-6.100457	0.18745728	---	---
TC0100018330.hg.1	3.88e-01	1.70e-01	-1.4815828	-6.100499	-0.13550114	Multiple_Complex	Multiple_Complex
TC0200013298.hg.1	3.88e-01	1.70e-01	1.4815567	-6.100534	0.1973013	Multiple_Complex	Multiple_Complex
TC0100006954.hg.1	3.88e-01	1.70e-01	-1.4814842	-6.10063	-0.20940535	Multiple_Complex	Multiple_Complex
TC1900010716.hg.1	3.88e-01	1.70e-01	1.4813217	-6.100845	0.17950718	Multiple_Complex	Multiple_Complex
TC0100011857.hg.1	3.88e-01	1.70e-01	-1.4812004	-6.101006	-0.25245311	Multiple_Complex	Multiple_Complex
HTA2-pos-3644248_st	3.88e-01	1.70e-01	1.4811931	-6.101015	0.13479709	---	---
HTA2-pos-PSR05013783.hg.1	3.88e-01	1.70e-01	1.4811583	-6.101061	0.18473885	---	---
TC0800007899.hg.1	3.88e-01	1.70e-01	1.4810572	-6.101195	0.20764497	Multiple_Complex	Multiple_Complex
TC2000008741.hg.1	3.88e-01	1.70e-01	-1.4809361	-6.101356	-0.21318951	Multiple_Complex	Multiple_Complex
TC0200016643.hg.1	3.88e-01	1.70e-01	-1.4808469	-6.101474	-0.30552271	Multiple_Complex	Multiple_Complex
TC1900009873.hg.1	3.89e-01	1.70e-01	-1.4807344	-6.101623	-0.26944883	Coding	Coding
23075743	3.89e-01	1.70e-01	1.4802161	-6.102309	0.12477889		
TC0300006605.hg.1	3.89e-01	1.70e-01	-1.4801388	-6.102411	-0.19356395	Multiple_Complex	Multiple_Complex
HTA2-neg-47420419_st	3.89e-01	1.70e-01	1.4800679	-6.102505	0.36527612	---	---
TC1700012356.hg.1	3.89e-01	1.70e-01	1.4799888	-6.10261	0.12438392	Multiple_Complex	Multiple_Complex
TC0800006979.hg.1	3.89e-01	1.70e-01	-1.4798875	-6.102744	-0.33136149	Multiple_Complex	Multiple_Complex
TC1700011772.hg.1	3.89e-01	1.70e-01	-1.4798861	-6.102745	-0.34579145	Multiple_Complex	Multiple_Complex
TC0700013442.hg.1	3.89e-01	1.70e-01	1.4797027	-6.102988	0.22954955	Multiple_Complex	Multiple_Complex
TC0100013471.hg.1	3.89e-01	1.71e-01	-1.4791565	-6.103711	-0.18451756	Multiple_Complex	Multiple_Complex
TC0700010453.hg.1	3.89e-01	1.71e-01	1.4790387	-6.103867	0.1709529	Multiple_Complex	Multiple_Complex
TC0300013626.hg.1	3.89e-01	1.71e-01	1.4788964	-6.104055	0.21643018	Multiple_Complex	Multiple_Complex
TC1400008638.hg.1	3.89e-01	1.71e-01	-1.4787979	-6.104185	-0.14206389	Coding	Coding
TC0X00007183.hg.1	3.89e-01	1.71e-01	1.4785761	-6.104479	0.16519632	Coding	Coding
TC1700010206.hg.1	3.89e-01	1.71e-01	1.4784716	-6.104617	0.35283408	Multiple_Complex	Multiple_Complex
TC1200009217.hg.1	3.89e-01	1.71e-01	-1.4784563	-6.104637	-0.17078456	Multiple_Complex	Multiple_Complex
TC1000008539.hg.1	3.90e-01	1.71e-01	-1.4781596	-6.105029	-0.26004394	Multiple_Complex	Multiple_Complex
TC1100010641.hg.1	3.90e-01	1.71e-01	1.4778682	-6.105415	0.26268474	NonCoding	NonCoding
TC1600008504.hg.1	3.90e-01	1.71e-01	1.4777964	-6.10551	0.21325271	Multiple_Complex	Multiple_Complex
TC2000009744.hg.1	3.90e-01	1.71e-01	-1.4776791	-6.105665	-0.18380886	Multiple_Complex	Multiple_Complex
TC0200008803.hg.1	3.90e-01	1.71e-01	-1.4776233	-6.105739	-0.23065083	Multiple_Complex	Multiple_Complex
TC1700010592.hg.1	3.90e-01	1.71e-01	1.4775795	-6.105796	0.17435713	Multiple_Complex	Multiple_Complex
TC1400010068.hg.1	3.90e-01	1.71e-01	-1.4775742	-6.105803	-0.19956319	Multiple_Complex	Multiple_Complex
TC1500010151.hg.1	3.90e-01	1.71e-01	1.4774695	-6.105942	0.25382831	Multiple_Complex	Multiple_Complex
TC0200010374.hg.1	3.90e-01	1.71e-01	1.4773838	-6.106055	0.24428537	Coding	Coding
TC1800008387.hg.1	3.90e-01	1.71e-01	1.4773671	-6.106077	0.21482955	Coding	Coding
TC0100012601.hg.1	3.90e-01	1.71e-01	1.4773138	-6.106148	0.12797872	Multiple_Complex	Multiple_Complex
TC1100008006.hg.1	3.90e-01	1.71e-01	-1.477204	-6.106293	-0.22661511	Multiple_Complex	Multiple_Complex
TC0200012129.hg.1	3.90e-01	1.71e-01	1.4771507	-6.106363	0.18894561	Multiple_Complex	Multiple_Complex
HTA2-pos-PSR19000804.hg.1	3.90e-01	1.71e-01	-1.4770328	-6.106519	-0.12335838	---	---
TC0200008996.hg.1	3.90e-01	1.71e-01	1.4769593	-6.106616	0.12852537	Multiple_Complex	Multiple_Complex
HTA2-pos-PSR02024022.hg.1	3.90e-01	1.71e-01	1.4766833	-6.106981	0.12888263	---	---
TC0200011731.hg.1	3.90e-01	1.71e-01	1.476588	-6.107107	0.14581859	Multiple_Complex	Multiple_Complex
HTA2-neg-47423855_st	3.90e-01	1.71e-01	-1.4765668	-6.107135	-0.51199202	---	---
TC0500007758.hg.1	3.90e-01	1.71e-01	1.4764457	-6.107295	0.18697845	Multiple_Complex	Multiple_Complex
TC2100008182.hg.1	3.90e-01	1.71e-01	1.4763137	-6.107469	0.21746723	Multiple_Complex	Multiple_Complex
HTA2-pos-3597936_st	3.90e-01	1.71e-01	-1.4761248	-6.107719	-0.28364986	---	---
TC0100008924.hg.1	3.90e-01	1.71e-01	1.4760764	-6.107783	0.16407254	Multiple_Complex	Multiple_Complex
TC0200011885.hg.1	3.90e-01	1.71e-01	-1.4759456	-6.107956	-0.32900245	Multiple_Complex	Multiple_Complex
TC2000007283.hg.1	3.90e-01	1.72e-01	1.4756436	-6.108355	0.14795177	Multiple_Complex	Multiple_Complex
TC1700012297.hg.1	3.90e-01	1.72e-01	-1.4754377	-6.108627	-0.16983661	Multiple_Complex	Multiple_Complex
TC1100012470.hg.1	3.90e-01	1.72e-01	-1.4753112	-6.108794	-0.18986936	Coding	Coding
TC1900011947.hg.1	3.91e-01	1.72e-01	1.475006	-6.109197	0.22552191	Multiple_Complex	Multiple_Complex
TC0900009931.hg.1	3.91e-01	1.72e-01	-1.4749579	-6.10926	-0.22202359	Multiple_Complex	Multiple_Complex
TC0900009956.hg.1	3.91e-01	1.72e-01	-1.4748405	-6.109415	-0.16321626	Multiple_Complex	Multiple_Complex
HTA2-pos-PSR04008162.hg.1	3.91e-01	1.72e-01	1.4748074	-6.109459	0.12448508	---	---
TC0500007396.hg.1	3.91e-01	1.72e-01	1.4747985	-6.109471	0.30424033	Coding	Coding
TC1600010765.hg.1	3.91e-01	1.72e-01	-1.474756	-6.109527	-0.23523689	Multiple_Complex	Multiple_Complex
TC0800012363.hg.1	3.91e-01	1.72e-01	-1.4745231	-6.109834	-0.32027446	NonCoding	NonCoding
HTA2-pos-3145080_st	3.91e-01	1.72e-01	1.4741821	-6.110285	0.17500731	---	---
TC0X00011292.hg.1	3.91e-01	1.72e-01	1.474176	-6.110293	0.20937347	Multiple_Complex	Multiple_Complex
TC0600011228.hg.1	3.91e-01	1.72e-01	1.4741035	-6.110388	0.18538589	Coding	Coding
TC1100013143.hg.1	3.91e-01	1.72e-01	1.4739981	-6.110527	0.2377344	NonCoding	NonCoding
TC0400012765.hg.1	3.91e-01	1.72e-01	1.4739775	-6.110555	0.23838492	Multiple_Complex	Multiple_Complex
TC0100015182.hg.1	3.91e-01	1.72e-01	-1.4738478	-6.110726	-0.17259051	Multiple_Complex	Multiple_Complex
TC1000012433.hg.1	3.91e-01	1.72e-01	1.4737596	-6.110842	0.12527069	Multiple_Complex	Multiple_Complex
HTA2-pos-PSR05013758.hg.1	3.91e-01	1.72e-01	1.4735365	-6.111137	0.13167068	---	---
TC1900011866.hg.1	3.91e-01	1.72e-01	1.4734905	-6.111197	0.14080475	Multiple_Complex	Multiple_Complex
HTA2-pos-PSR17013118.hg.1	3.91e-01	1.72e-01	1.4733858	-6.111336	0.14113514	---	---
TC1100008550.hg.1	3.91e-01	1.72e-01	1.4727673	-6.112152	0.22722764	Coding	Coding
TC0100007669.hg.1	3.92e-01	1.72e-01	-1.4725105	-6.112491	-0.26678274	Multiple_Complex	Multiple_Complex
TC1100007866.hg.1	3.92e-01	1.72e-01	1.4721543	-6.11296	0.18529674	Multiple_Complex	Multiple_Complex
TC1700007645.hg.1	3.92e-01	1.72e-01	1.4721475	-6.112969	0.19464335	Multiple_Complex	Multiple_Complex
TC1200010205.hg.1	3.92e-01	1.72e-01	-1.472091	-6.113044	-0.15108809	Coding	Coding
TC1900009765.hg.1	3.92e-01	1.73e-01	-1.4718269	-6.113392	-0.19779797	Multiple_Complex	Multiple_Complex
TC0300011247.hg.1	3.92e-01	1.73e-01	1.4718219	-6.113399	0.21444402	Multiple_Complex	Multiple_Complex
TC1100012423.hg.1	3.92e-01	1.73e-01	-1.4717766	-6.113458	-0.28070587	Multiple_Complex	Multiple_Complex
